filename,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,y
0038.csv,False,False,False,3.497793626775568,9286.618996021649,29174.774014589028,0.0009777652023276807,4,7,1,52813433.48116255,0.0017156088668058664,52813436.97895618,4.136618485714596,1
0039.csv,False,False,False,5.027142551541903,10409.595798551189,32702.70968756759,0.0010089841893842412,5,5,1,3669.7814527641826,0.010399954505090032,3674.808595315725,4.824850443580769,1
0040.csv,False,False,False,6.488772778723801,9540.241220597309,29971.551732103027,0.0010080256600279716,6,10,1,0.6628186853925097,10.570116016219911,7.151591464116311,6.0299739861836645,0
0041.csv,False,False,True,5.136592281989715,10199.894294310274,32043.912982397604,0.001012942949387236,6,10,1,13.248588675685475,17522.856396775842,18.3851809576752,6.099068819188843,0
0042.csv,False,False,True,4.095878681994971,8780.451088119538,27584.60063364085,0.0009989857140903066,6,13,1,7591.194583873154,0.13771032913168027,7595.290462555149,5.983570172800068,0
0043.csv,False,False,False,2.9936507561714896,9518.220918440797,29902.372912618306,0.001011896378021887,7,11,1,26066.834018522008,15.15229505457143,26069.827669278184,7.217690289371308,1
0044.csv,False,False,False,4.5728874467899265,8232.72109274694,25863.856104027524,0.0009897846189779065,7,12,1,19735.69455756625,6388.819720574319,19740.26744501304,7.125909159886838,1
0045.csv,False,False,False,5.339067328054955,9389.664491246547,29498.5009853731,0.0009936147500956883,8,15,1,12518.569545455854,104.72417829526309,12523.90861278391,8.117978748295242,0
0046.csv,False,False,True,4.544109685116159,11733.4197335104,36861.62523628178,0.0009967263840442444,6,7,1,530.1797044784726,0.1859343608554576,534.7238141635887,6.054672374164588,1
0047.csv,False,False,False,6.262480446742518,11060.249977711208,34746.800076844214,0.001008426693214666,6,9,1,155749.44490141937,169.8486338891847,155755.70738186614,6.04812464832025,0
0048.csv,False,False,True,4.826452823812035,10505.822128345586,33005.013618331584,0.0010082323004819646,4,9,1,771939.8560862937,434.76112084664237,771944.6825391175,3.9605245364746784,0
0049.csv,False,False,True,3.6184650745657634,11056.1138921923,34733.80618096339,0.0009957428412012252,6,7,1,67516.63007442754,6616.827406880303,67520.2485395021,5.90183879155437,1
0050.csv,True,False,False,6.1180491462568,8750.396389553214,27490.181013419027,0.0009989766088804057,5,10,1,67.03687577368466,842.6077043864357,73.15492491994145,5.145542321165843,0
0051.csv,False,False,False,5.51021697726536,10772.124469474393,33841.627096855584,0.0010033009671359518,3,10,1,682331.1735756571,0.007277894823147049,682336.6837926342,3.1155558409382653,0
0052.csv,False,False,True,3.5807977944473715,9859.696353097017,30975.149629515654,0.001005393129127167,7,14,1,399089.983111225,22.993369070848466,399093.56390901946,7.204894740081496,0
0053.csv,False,False,True,3.655397098962339,8394.841290682018,26373.171726858884,0.001017192522683059,3,14,1,72785.04971750407,0.03351888985306055,72788.70511460303,3.0113372737504447,0
0054.csv,False,False,True,5.403204097693099,7319.060282573,22993.506014912175,0.0009944270640034503,3,5,1,14188.207777715546,0.15228572993515618,14193.610981813239,2.9013774304388518,1
0055.csv,False,False,True,6.0598535677041685,12198.118914863768,38321.52077055071,0.0009853876474964346,7,11,1,113.31484231474093,0.14458646602263348,119.37469588244508,7.018895936006504,0
0056.csv,False,False,False,3.755780902581912,12130.976975524973,38110.58814717618,0.0009918582895734307,7,9,1,8494.259579505664,0.01033628816651855,8498.015360408246,7.044975296563775,1
0057.csv,False,False,False,5.480755572639404,8805.447947276014,27663.13058272965,0.0009933130029164533,5,10,1,12097604.05700432,15.97076962491412,12097609.537759893,4.9997503634152665,0
0058.csv,False,False,False,4.148948927820856,8925.987018374986,28041.815242964723,0.0010056992204795496,5,12,1,9450.516724355535,47.98358908249895,9454.665673283356,5.007660128094696,0
0059.csv,False,False,True,4.9628985149736815,9556.893368229885,30023.865996772016,0.0010006795536501264,1,9,1,136.14472380853815,197432.2468479584,141.10762232351186,1.159604170011605,0
0060.csv,False,False,False,4.829134568238287,10515.967491437146,33036.886216488034,0.0010091543147704633,2,8,1,12.785588931156411,0.20087955338030425,17.6147234993947,2.1227388066968382,0
0061.csv,False,False,True,4.527353601401496,9527.49741583939,29931.51588869677,0.000996852626907931,4,11,1,186044.8271304711,0.01591753928315426,186049.35448407245,3.9108299844594185,0
0062.csv,False,False,False,3.235213410333681,10865.912502639185,34136.270892840745,0.0010049805354137877,3,15,1,15973163.726103535,0.006527172419172746,15973166.961316945,2.9389702577691743,0
0063.csv,False,False,False,4.558429401889817,11822.209096868592,37140.56524792479,0.0010046315603854526,7,6,1,1919.2187256311613,0.11981555960307536,1923.7771550330515,7.045013967209092,0
0064.csv,True,False,True,5.6568689961570895,9068.536560516672,28489.64783732963,0.0010095696417804256,4,12,1,132.5978124928832,38.10636418870601,138.2546814890403,4.068649234231417,0
0065.csv,True,False,True,6.092256867325249,9836.0095276605,30900.73527273744,0.000994311976932964,6,10,1,260.42132771906984,346.27916069445627,266.5135845863951,5.805985985996207,0
0066.csv,False,False,True,5.8449940577155175,8724.474348534599,27408.744519788892,0.0010055843774413695,5,15,1,5.265743012350937,26.70827606540599,11.110737070066453,5.092332511178372,0
0067.csv,False,False,False,5.290554813007738,11570.599461948594,36350.11026728772,0.0009959565248626881,5,7,1,462.60369932976516,1572134.4324597968,467.8942541427729,4.990357894866442,1
0068.csv,False,False,True,3.8150864012034043,11184.389100280827,35136.794632332,0.0010022947036892797,6,15,1,41420408.99731086,0.9265284022326008,41420412.812397264,6.018447227831262,0
0069.csv,False,False,True,3.5711108075907587,8787.999064577825,27608.31330103167,0.0009954248418697718,7,17,1,8.968419506176932,1611.5897245117328,12.539530313767695,6.773338987405398,0
0070.csv,False,False,True,4.077352117368895,10197.772882661238,32037.24837114576,0.0009990589606886614,2,16,1,29511.704774937487,1.7276084174099782,29515.782127054863,1.9496433194319176,0
0071.csv,False,False,True,4.6619564703387715,10581.598941251095,33243.073497067984,0.0010068585209985297,6,12,1,1109.3432452378681,4.2336501585736e-05,1114.0052017082069,6.104429115850447,0
0072.csv,False,False,False,4.615752545703017,10601.345357605296,33305.108693621056,0.0010055630005438834,6,17,1,48.407081261411975,0.024507587511993133,53.02283380711499,5.971744070168438,0
0073.csv,True,False,True,5.939510002490784,11237.74810950444,35304.426903711734,0.0009965435247916087,4,8,1,56.659579581916105,9.675556912294851,62.59908958440688,4.138265795007111,0
0074.csv,True,False,True,7.941900104502089,10686.882221186714,33573.83067585955,0.001014524563546515,7,10,1,6763.925900470537,0.13310666662247148,6771.867800575039,6.885490914030577,0
0075.csv,False,False,True,4.506586315411707,8241.742914090371,25892.198991682046,0.000996775969278873,7,10,1,3065.519478181392,7.682448882943947,3070.0260644968034,7.116842742482588,0
0076.csv,False,False,False,4.070217625086468,10843.765648974142,34066.69450006652,0.001012873044171503,4,12,1,110891.9031355482,8.12017469316621,110895.9733531733,3.983102936694814,0
0077.csv,False,False,True,5.925924710523585,9847.251329630846,30936.052435220587,0.0010078338914100292,3,9,1,89.90589670698141,0.5741820236665318,95.83182141750498,3.0240667384083086,0
0078.csv,False,False,False,4.793422812031476,8834.782068902256,27755.28644373016,0.001001887986632099,6,15,1,11886447.261408707,0.07565489894779659,11886452.05483152,5.809978412366752,0
0079.csv,False,False,False,2.215874004783616,11089.734713823604,34839.429107207936,0.0009810008540438939,7,6,1,261687.68153038571,0.27343474973811405,261689.8974043905,6.942936491822755,1
0080.csv,False,False,False,5.286153528471002,10510.295902751772,33019.06839513987,0.0009901553934466732,7,12,1,2520.0131086544948,161.9699945000221,2525.299262182966,6.959606235563915,1
0081.csv,False,False,True,3.887129564183992,9158.172178768382,28771.24643712918,0.0010012413603818359,4,10,1,89.84347646879951,0.02404146545255452,93.73060603298349,4.101907313873765,0
0082.csv,False,False,True,4.4552792593292265,11132.66269945958,34974.291351515334,0.0009923526058450286,8,4,1,35161.05754809181,226.1146319745164,35165.512827351144,8.0493277905065,1
0083.csv,True,False,False,5.7778253794488394,9776.346654973831,30713.298830212934,0.000993368269004308,5,8,1,48009.60769464031,0.0009521831539690863,48015.385520019765,5.014819439226885,0
0084.csv,False,False,True,4.6661028170949095,9532.908992468629,29948.51685807952,0.0009929714200375141,5,10,1,15621.142454978508,0.5077173339601228,15625.808557795603,4.994731506483261,0
0085.csv,False,False,True,5.6439086901952455,9552.397095429757,30009.7405391746,0.0009846349754185511,6,9,1,8861.842767040689,1.00245543162795,8867.486675730885,5.928556605179019,1
0086.csv,False,False,True,4.284706228061167,8214.415883036745,25806.34859167955,0.0010037024980783687,3,10,1,2389193.962703024,0.00022043392298146108,2389198.247409252,3.037147994580105,0
0087.csv,False,False,True,5.297553753027777,10625.699673444058,33381.62003334332,0.0009914064093021217,7,16,1,177.1672919989877,0.0026106945891525074,182.4648457520154,6.866210561538569,0
0088.csv,False,False,False,5.826529672394362,9892.394734441674,31077.874624132313,0.001000972719217145,3,10,1,173571.67891262882,2494.395016927469,173577.50544230122,3.0675328222157345,0
0089.csv,False,False,False,4.955863651758602,9593.67122252977,30139.407033655338,0.0010054154316276641,2,9,1,742209.2667721424,2934.1391772275188,742214.2226357941,1.8386053922094336,1
0090.csv,False,False,True,4.431033169750692,11019.90743375523,34620.060237124984,0.0010144020869774194,5,6,1,6712620.829347289,46.44215322897191,6712625.260380459,4.953495196590916,0
0091.csv,False,False,True,5.472802709114039,7753.133087526347,24357.185950076728,0.0010203587069152957,3,11,1,22750637.549840976,28.11611985469645,22750643.022643685,3.0731455190887678,0
0092.csv,False,False,True,4.535075890160776,9101.20541993082,28592.28008606628,0.000982034143371816,4,12,1,2593283190.470444,3.3621600527164084,2593283195.00552,3.924103870117373,1
0093.csv,False,False,True,3.498288310699448,9047.261922131218,28422.811589670102,0.0009947507126087268,3,15,1,9144792.21270537,33404.39094719866,9144795.71099368,2.947964544970382,0
0094.csv,False,False,True,5.750300688932152,9743.629870121767,30610.51601927261,0.0009900162176184806,4,9,1,1374813.93124463,0.7012657479087245,1374819.681545319,4.116342852300572,1
0095.csv,False,False,False,5.1525559374846885,11331.964127985784,35600.415255223204,0.00099677660192335,3,11,1,755391.6777250235,132.6730373773095,755396.8302809609,3.10495120094281,0
0096.csv,False,False,True,6.203532863960713,8734.768861770279,27441.08568694239,0.0009868535063817482,5,13,1,6122.984751812329,34.51888919288176,6129.188284676289,5.027028206795987,0
0097.csv,False,False,False,4.497805884430758,10549.207251930417,33141.31200386076,0.0010055574823878448,5,8,1,8731.022511706205,8.656290060176952,8735.520317590635,4.9538166891830615,0
0098.csv,False,False,False,5.701678295980134,10583.932298898768,33250.4039563121,0.0009911217428059745,3,9,1,19030.831692596323,2326.1483804004624,19036.533370892306,2.9030037726517115,1
0099.csv,False,False,False,4.636944359626432,9881.479792631053,31043.584323125702,0.0010131726246734943,3,13,1,5021.914635830542,1.6685893508025675,5026.551580190167,3.0382238402381825,0
0100.csv,False,False,True,4.37680307612968,9683.62599657175,30422.008290940958,0.0009928491136743651,2,10,1,2046.749159413428,8.186902120740159,2051.125962489557,2.0112632976737483,1
0101.csv,False,False,True,5.504057269230424,9162.469390253571,28784.746525161976,0.0010081505901743091,8,13,1,1290.558895446817,0.02646186540154024,1296.0629527160472,7.872476801303383,0
0102.csv,False,False,False,3.2728116528715216,10201.740182065114,32049.712009807565,0.0009870102191670454,7,13,1,6022.134994758013,8.548792060346829,6025.4078064108835,6.994252109200422,0
0103.csv,False,False,True,5.583697882679795,10085.530960503578,31684.62997307045,0.0010034985235737473,4,9,1,53.34685365948044,3.7222896442419016,58.93055154216022,4.092878902335744,0
0104.csv,False,False,False,5.305922510747707,8769.945983704569,27551.597874785584,0.0010012012710080302,3,10,1,13941.612713317358,45.84048775340419,13946.918635828106,2.8937935520631766,0
0105.csv,False,False,True,5.913845883639173,11951.010325909276,37545.20624285234,0.0010043712174673386,4,11,1,67457.2790975846,205.56173118593102,67463.19294346824,4.139387519327586,0
0106.csv,False,False,True,4.704188485595318,9148.80397903226,28741.815369660817,0.001001112577333833,6,11,1,2189.809613339246,0.2317926176992739,2194.5138018248413,6.022446618559482,0
0107.csv,True,False,True,6.129846517200629,9249.338822624892,29057.654895721225,0.0010177533097919633,2,9,1,2054.5305164691385,380.6043375831489,2060.6603629863394,2.088037958080113,0
0108.csv,True,False,False,5.397327696672342,11517.43693003815,36183.09524759163,0.0010064828966224648,3,10,1,43228.187326579486,27.676417011439053,43233.584654276165,3.16546193876496,0
0109.csv,False,False,True,4.200978932337174,9969.089554734988,31318.81850813418,0.001006931376901735,6,11,1,3.0179738722005562,824.7879157189235,7.218952804537729,5.927591529601463,0
0110.csv,False,False,False,3.657619229498123,9323.646474418929,29291.09926870288,0.0009988659984709227,5,8,1,2276.97151158897,0.017692944012003924,2280.629130818468,4.890271827010567,0
0111.csv,False,False,False,6.07635582836163,9132.814191054302,28691.5819692168,0.0009959175468534853,5,12,1,28196.09737701168,0.7842050403211189,28202.173732840038,5.068434851941982,0
0112.csv,True,False,False,6.376085174681048,11256.630989868558,35363.749221942264,0.0009886738486342957,5,12,1,1122084.3274119657,0.013385731198357396,1122090.7034971404,4.9192701417247005,0
0113.csv,True,False,False,4.102824661269302,10003.827288201566,31427.950316395138,0.0009994232123319217,7,8,1,174.53760606543983,1.8253437846294391,178.64043072670913,6.927483196879448,0
0114.csv,False,False,True,4.789297624367628,12457.294589065394,39135.74516461172,0.0009893235263830347,5,11,1,118.87077602687737,1.3875636078306135,123.660073651245,4.8996056979180125,0
0115.csv,False,False,False,3.8826669835248255,9518.45668929525,29903.113608602584,0.0010160232599862448,7,14,1,314267728.08646363,0.4298597772651342,314267731.96913064,7.028113536802826,0
0116.csv,False,False,True,3.939224649053022,8344.321802638351,26214.460074357783,0.000993294559639608,4,5,1,402994.17572989204,0.004271331029681828,402998.1149545411,3.9521888955137516,1
0117.csv,False,False,True,6.247719740276703,10323.943200672657,32433.624115311508,0.0009894199826907136,5,10,1,192714.27086536275,12.926649441975913,192720.51858510298,5.0050230957228425,0
0118.csv,False,False,True,3.550567538290373,10046.060685509734,31560.630447114614,0.0010157004191602788,7,14,1,227205.1587782093,0.06345491546873297,227208.7093457477,6.9980245055177415,0
0119.csv,False,False,False,5.105947804990857,10824.671552463016,34006.708626740234,0.0009957650908302958,7,9,1,104255827.1594071,3.9506854452718425,104255832.2653549,6.986562088727427,0
0120.csv,False,False,True,6.15422070799168,10177.090387351602,31972.272395823085,0.0010254258163157675,4,7,1,706.8661574065077,99.31872959754361,713.0203781144994,4.08248272592186,0
0121.csv,False,False,True,3.4536661458413027,10947.733003280171,34393.3175765675,0.001009198530073693,6,10,1,168.75341796798995,0.0007273147322226883,172.20708411383129,6.118932537424445,0
0122.csv,False,False,False,6.237946581725937,8228.351884600437,25850.12983181246,0.0010027977942135967,6,13,1,252507770.49038604,0.0015142620511698086,252507776.7283326,5.957905367977357,1
0123.csv,False,False,True,6.1121566258412185,10756.171038707149,33791.50791595767,0.0009892769219997882,6,10,1,290182.86083738843,31.871025942362863,290188.9729940143,5.884458366875887,1
0124.csv,False,False,False,5.16126931859841,9999.580993590893,31414.610188441275,0.001005324384386083,3,13,1,518.0390301295179,315.1301338817352,523.2002994481162,2.982114121056908,0
0125.csv,False,False,True,3.4043267433582707,8380.591356101047,26328.40423706517,0.0010018129764009854,4,7,1,74727000.34148669,44134.013698839095,74727003.74581343,3.930252047056433,0
0126.csv,False,False,True,4.904226589608343,10600.59731408021,33302.758645578084,0.0010214903884886608,4,7,1,54.70818166631008,0.8367249014371494,59.61240825591841,3.9782615773773586,0
0127.csv,False,False,True,3.08755233676754,9629.832311226652,30253.01044425127,0.0009923041549302124,4,11,1,30.061355885987826,7.620725899659146,33.14890822275536,4.045266189494857,0
0128.csv,False,False,True,6.567333591395547,9646.747064031542,30306.1497074004,0.0010087996177286494,6,9,1,129670.0255881757,4.340073416128478,129676.59292176712,6.116079190143628,0
0129.csv,False,False,True,6.582281795715902,9661.830417864236,30353.53546099269,0.0010076816700325577,4,10,1,20528.867855907458,181.55245351165107,20535.45013770317,4.031912454964784,0
0130.csv,False,False,False,5.643072111436712,12122.384445134829,38083.593916826765,0.0009893001376380934,4,13,1,923.0739618490401,22.89270965820655,928.7170339604767,3.9782757590929054,0
0131.csv,False,False,False,5.096594923740729,10124.044435494106,31805.623623164916,0.000971007845148121,7,12,1,639948.0223910678,0.3254766781756113,639953.1189859916,6.821385226377605,1
0132.csv,True,False,False,7.851950011454232,11801.328652969694,37074.96739876832,0.0009917665799688256,5,6,1,155423.84311779845,3.5595106914701664,155431.6950678099,4.8505227318948085,0
0133.csv,False,False,True,3.0434420800241693,10432.987502654762,32776.19689333432,0.0009978069692957849,2,7,1,5879.042749980292,1.9174428838466941,5882.086192060317,1.9615438006380352,1
0134.csv,False,False,True,5.4143176907238795,9589.442821984492,30126.123121565848,0.0010063325536019444,5,14,1,4393.79579819472,257939.3295517281,4399.210115885444,5.0190454333964025,0
0135.csv,False,False,False,4.9182038030976445,10848.614635796615,34081.92804144535,0.0009940533543525648,6,12,1,175575.60761701086,0.010457597431086449,175580.52582081396,5.931584262123012,0
0136.csv,False,False,False,7.2970868580427375,10256.29416320792,32221.098396189882,0.0010203318107641509,6,9,1,8228702.153100427,1.3161418019992257,8228709.450187286,6.078986743848955,0
0137.csv,True,False,True,4.813213481965499,9512.247795750944,29883.607794256874,0.0009742907930195418,3,12,1,424095.49559168704,65.83243203205785,424100.30880516896,2.9710932416805806,0
0138.csv,True,False,False,3.7432103361505273,11021.093658795915,34623.78687299831,0.0009935456338234408,4,7,1,219941.62108845921,1.5225564605384845,219945.36429879532,4.037927056180733,0
0139.csv,True,False,False,3.6513642453224366,10507.494359881388,33010.26708863956,0.0009841378890829463,5,10,1,0.8341467227212711,155.59699282398074,4.485510968043708,5.0619923650033485,0
0140.csv,False,False,False,7.775382116426443,10432.605364478979,32774.996370848625,0.0009891746450058378,5,10,1,982.6577363204004,9.717759253482745,990.4331184368268,4.974925467413648,0
0141.csv,False,False,False,5.499916357820097,9467.04115987556,29741.58695909725,0.0009952493530317387,5,18,1,2549.9248298200987,4.006008526185311,2555.424746177918,5.10077575205298,0
0142.csv,False,False,True,5.012424248594373,9733.062251811258,30577.316867222376,0.0010080865738804816,4,17,1,2242.9433327491265,256515.82624369892,2247.955756997721,3.9557993920162455,0
0143.csv,False,False,True,5.3895779064876255,9139.176281824106,28711.569066840693,0.0009903951920386944,7,12,1,348022.23632746394,129.91746076075844,348027.6259053704,7.061763054844272,0
0144.csv,True,False,True,4.923769042839545,10344.933395705799,32499.56675782505,0.001003778981210523,5,15,1,6298569.047890399,0.4792142151120206,6298573.9716594415,4.9477193113600535,0
0145.csv,False,False,False,5.599313162088988,9930.96635206093,31199.050934682047,0.0010001499274526024,5,6,1,3863980.0630071936,147.9644101228101,3863985.662320357,4.915674412457271,1
0146.csv,True,False,False,4.419681486363482,9035.042370304982,28384.422735422642,0.001000000382168866,4,10,1,7.878934321821518,2.3896298513225567,12.298615808184993,4.136294817391088,0
0147.csv,False,False,False,6.5003575788635874,12111.19340517594,38048.43622790589,0.0010086636864807491,3,7,1,37259.799875943005,0.17765448049534602,37266.30023352187,2.9040736675265424,0
0148.csv,False,False,False,3.953402330657533,8927.089602690121,28045.2791137491,0.0010028175986241297,8,11,1,1356415.5564470012,9.776779955245956e-05,1356419.5098493318,7.982441356405357,1
0149.csv,False,False,True,4.389895964645625,9839.34069064234,30911.200429889097,0.0009886309343630148,4,12,1,597.7315928029941,107.80920100138724,602.1214887676398,3.897147889162168,1
0150.csv,False,False,False,5.990677001765508,11148.955304830059,35025.47608085506,0.0010140956378493415,6,11,1,17763.649686556426,0.003486880188404307,17769.640363558192,5.868788757742884,0
0151.csv,False,False,True,4.521227175993613,9931.680449537209,31201.29433806748,0.0009947891516787386,7,10,1,1948.108398415265,0.7869125227067791,1952.629625591259,6.839007151768242,1
0152.csv,False,False,True,5.832783023966124,10717.587585019191,33670.294421301456,0.001001897969758097,5,8,1,2711.4901554510425,0.028802074543923167,2717.3229384750084,4.9546399157272445,0
0153.csv,False,False,False,3.5685428184883614,9031.853521178758,28374.404670434287,0.0010080426397769103,5,9,1,426835.41720771854,2.063834661499705,426838.985750537,5.065224880001092,0
0154.csv,False,False,False,3.1404908345145244,10889.95746743205,34211.810377589834,0.0010073266290512627,5,7,1,331263790.15536726,18.680092550952924,331263793.2958581,4.8894135960391845,0
0155.csv,False,False,True,6.156093579586773,9144.62398876605,28728.683542948416,0.0009826654771986146,6,7,1,213768.92516167366,0.10588897743054826,213775.0812552533,5.946364170992985,1
0156.csv,False,False,True,4.289940479148596,9846.319742738124,30933.125768682232,0.000987468112730619,3,12,1,251867.8729807445,1327.5083805722622,251872.1629212237,2.9558117279253704,0
0157.csv,False,False,False,4.979864624323574,10649.06460899666,33455.023143226965,0.0009882501493948023,4,7,1,184.6268755479528,1173.0070579163616,189.60674017227643,3.9845495483003255,1
0158.csv,False,False,False,2.910218050205987,10534.00818130713,33093.56271524926,0.0009910107255625194,3,12,1,13865717607.711159,247.9188413657368,13865717610.621376,3.019370218007976,0
